sex,birth,family,education,job,rich,religion,voting,politics,x,y,location
Чоловіча,1980,У шлюбі,Повна вища освіта,"Бізнес, фінанси та управління",,Православ'я,,Дуже цікавлюсь,-0.05,0.18,not_defined
Жіноча,,Неодружений/незаміжня,Повна вища освіта,Студент,6 000 - 10 000,Не маю релігійної приналежності,Я не голосував,Цікавлюсь,-0.40,-0.65,Odessa
Чоловіча,1991,Неодружений/незаміжня,Повна вища освіта,"Бізнес, фінанси та управління",3 000 - 6 000,Католицизм,Інша партія,Дуже цікавлюсь,0.18,-0.53,Lviv
Чоловіча,,Неодружений/незаміжня,Кандидат/доктор наук,"Бізнес, фінанси та управління",25 000 - 50 000,Інше,Самопоміч,Дуже цікавлюсь,0.63,-0.38,not_defined
Чоловіча,1990,Неодружений/незаміжня,Повна вища освіта,"Мистецтво, культура, відпочинок і спорт",< 3 000,Не маю релігійної приналежності,Інша партія,Трохи цікавлюсь,-0.23,-0.35,Rivne
Чоловіча,1983,Інше,Повна вища освіта,Інше,3 000 - 6 000,Не маю релігійної приналежності,Інша партія,Цікавлюсь,-0.13,-0.7,Rivne
Чоловіча,1975,У розлученні,Повна вища освіта,"Мистецтво, культура, відпочинок і спорт",10 000 - 15 000,Не маю релігійної приналежності,Інша партія,Трохи цікавлюсь,-0.30,-0.6,Kyiv
Жіноча,1977,У розлученні,Повна вища освіта,"Бізнес, фінанси та управління",> 50 000,Інше,Блок Петра Порошенка,Цікавлюсь,-0.23,-0.25,Kyiv
Жіноча,1998,Неодружений/незаміжня,Неповна вища освіта,Студент,< 3 000,Не маю релігійної приналежності,Я не голосував,Дуже цікавлюсь,0.40,-0.78,Kyiv
Жіноча,1985,У шлюбі,Повна вища освіта,Продажі та послуги,6 000 - 10 000,Не маю релігійної приналежності,Блок Петра Порошенка,Трохи цікавлюсь,-0.08,-0.4,Kyiv
Жіноча,,У шлюбі,,На пенсії,,,,Зовсім не цікавлюсь,0.20,0.05,Kyiv
Чоловіча,1980,У шлюбі,Повна вища освіта,"Освіта, юриспруденція, громадські та державні послуги",15 000 - 25 000,Православ'я,Інша партія,Трохи цікавлюсь,-0.05,-0.13,Kyiv
Жіноча,1992,Неодружений/незаміжня,Повна вища освіта,Безробітний,,Православ'я,Самопоміч,Цікавлюсь,-0.13,-0.43,Kyiv
Чоловіча,1983,У шлюбі,Повна вища освіта,"Освіта, юриспруденція, громадські та державні послуги",10 000 - 15 000,Протестантизм,Народний Фронт,Дуже цікавлюсь,0.23,-0.28,Kyiv
Жіноча,1991,Неодружений/незаміжня,Повна вища освіта,"Бізнес, фінанси та управління",> 50 000,Православ'я,Я не голосував,Трохи цікавлюсь,-0.10,-0.13,outside_ukraine
Жіноча,1992,Неодружений/незаміжня,Повна вища освіта,IT-сфера,> 50 000,Не маю релігійної приналежності,Інша партія,Трохи цікавлюсь,-0.23,-0.13,not_defined
Жіноча,,У шлюбі,Повна вища освіта,"Бізнес, фінанси та управління",15 000 - 25 000,Не маю релігійної приналежності,Блок Петра Порошенка,Трохи цікавлюсь,-0.38,-0.3,not_defined
Жіноча,,У шлюбі,Повна вища освіта,Продажі та послуги,10 000 - 15 000,Православ'я,Інша партія,Дуже цікавлюсь,-0.18,-0.28,Lviv
Жіноча,1979,У шлюбі,Повна вища освіта,Домогосподарка,< 3 000,Не маю релігійної приналежності,Я не голосував,Трохи цікавлюсь,-0.08,-0.6,Dnipropetrovsk
Чоловіча,1967,У шлюбі,Кандидат/доктор наук,"Бізнес, фінанси та управління",25 000 - 50 000,Православ'я,Я не голосував,Трохи цікавлюсь,0.43,-0.4,outside_ukraine
Жіноча,1981,Неодружений/незаміжня,Повна вища освіта,Управлінський персонал,25 000 - 50 000,Не маю релігійної приналежності,Я не голосував,Дуже цікавлюсь,-0.20,-0.9,not_defined
Жіноча,1985,Інше,Повна вища освіта,"Мистецтво, культура, відпочинок і спорт",3 000 - 6 000,Православ'я,Я не голосував,Трохи цікавлюсь,-0.48,-0.68,Kyiv
Чоловіча,1994,Неодружений/незаміжня,Повна вища освіта,Наука та дослідження,6 000 - 10 000,Не маю релігійної приналежності,Самопоміч,Цікавлюсь,-0.20,-0.33,Kyiv
Жіноча,1991,Неодружений/незаміжня,Повна вища освіта,"Мистецтво, культура, відпочинок і спорт",6 000 - 10 000,Католицизм,Самопоміч,Трохи цікавлюсь,-0.40,-0.6,Kyiv
Чоловіча,1983,У шлюбі,Повна вища освіта,"Освіта, юриспруденція, громадські та державні послуги",6 000 - 10 000,Не маю релігійної приналежності,Я не голосував,Трохи цікавлюсь,-0.25,0.18,Kyiv
Жіноча,1986,У шлюбі,Повна вища освіта,"Мистецтво, культура, відпочинок і спорт",6 000 - 10 000,Православ'я,Інша партія,Трохи цікавлюсь,-0.03,-0.48,Kyiv
Чоловіча,1989,У шлюбі,Повна вища освіта,IT-сфера,15 000 - 25 000,Не маю релігійної приналежності,Свобода,Трохи цікавлюсь,-0.03,-0.38,Kyiv
Жіноча,1985,Неодружений/незаміжня,Повна вища освіта,"Освіта, юриспруденція, громадські та державні послуги",15 000 - 25 000,Інше,Самопоміч,Цікавлюсь,-0.08,-0.3,Kyiv
Чоловіча,1976,Інше,Неповна вища освіта,IT-сфера,3 000 - 6 000,Не маю релігійної приналежності,Я не голосував,Цікавлюсь,0.05,-0.33,not_defined
Жіноча,1990,Неодружений/незаміжня,Повна вища освіта,Управлінський персонал,10 000 - 15 000,Не маю релігійної приналежності,Блок Петра Порошенка,Цікавлюсь,0.33,-0.7,not_defined
Жіноча,1973,Неодружений/незаміжня,Повна вища освіта,"Освіта, юриспруденція, громадські та державні послуги",15 000 - 25 000,Православ'я,Інша партія,Цікавлюсь,0.05,-0.55,Kyiv
Жіноча,1992,Неодружений/незаміжня,Повна вища освіта,Інше,3 000 - 6 000,Не маю релігійної приналежності,Складно відповісти,Трохи цікавлюсь,-0.38,-0.5,Kyiv
